BAIdentifier,BALegalName,BAAddress,BAPhoneNumber,BACorporateStatus,BACorporateStatusEffectiveDate,AmalgamatedIntoBAID,AmalgamatedIntoBALegalName,BAAmalgamationEstablishedDate,BALicenceEligibilityType,BALicenceEligibiltyDesc,BAAbbreviatedName
A6BW,NOR-ALTA ENVIRONMENTAL SERVICES LTD.,9768 170 ST SUITE 157    EDMONTON AB CA T5T 5L4,780-486-4931 Ext 2,ACTIVE,1983-02-25,,,,01,Not Eligible,
A6BX,DUNLUCE ENERGY LTD.,227 29 Ave NW    Calgary AB CA T2M 2M2,403-860-3340,ACTIVE,1994-08-10,,,,01,Not Eligible,
A6BY,VENTURION OIL LIMITED,600-400 3 Ave SW    Calgary AB CA T2P 4H2,403-234-8681,AMALGAMATED,2022-01-01,A6A7,CARDINAL ENERGY LTD.,2022-03-31,01,Not Eligible,VENOIL
A6BZ,AMAN BUILDING CORPORATION,20-41 Broadway Blvd    Sherwood Park AB CA T8H 2C1,780-449-5825,STRUCK,2018-09-02,,,,01,Not Eligible,
A6C0,WGW ENTERPRISES INC.,323 10 ASPENSHIRE DRIVE SW    CALGARY AB CA T2H 0T2,403-294-5500,ACTIVE,2012-09-12,,,,01,Not Eligible,
A6C1,1689095 ALBERTA LTD.,297 Skyview Ranch Dr NE    Calgary AB CA T3N 0E1,403-585-3701,STRUCK,2025-01-02,,,,01,Not Eligible,
A6C2,MESABI RANCHES INC.,PO Box 820    Nanton AB CA T0L 1R0,403-646-3160,ACTIVE,2002-04-01,,,,01,Not Eligible,
A6C3,CROSSMAN MINISTRIES CORP.,PO BOX 11403    LLOYDMINSTER AB CA T9V 3B7,306-825-7734,ACTIVE,2010-02-01,,,,01,Not Eligible,CROSSMAN
A6C4,GREEN COAL CANADA LTD.,213-110 11 Ave SW    Calgary AB CA T2R 0B8,403-264-7891,STRUCK,2016-01-02,,,,01,Not Eligible,GreenCoalCanada
A6C5,BERINGER ENERGY INC.,1000-207 9 Ave SW    Calgary AB CA T2P 1K3,403-648-4900,AMALGAMATED,2016-09-30,A5WA,TANGLE CREEK ENERGY LTD.,2016-12-31,01,Not Eligible,Beringer Energy
A6C6,CUSTOM ENERGY GROUP LTD.,8716 108 ST SUITE 202 PO BOX 25317   GRANDE PRAIRIE AB CA T8W 0G2,780-830-7867,AMALGAMATED,2016-06-01,A7EB,WESTCAP GROUP INC.,2016-09-30,01,Not Eligible,CEG
A6C7,ACCIONA RENEWABLE ENERGY CANADA GP HOLDINGS INC.,290-36 Toronto St    Toronto ON CA M5C 2C5,416-307-3609,ACTIVE,2009-11-20,,,,01,Not Eligible,
A6C8,PIONEER ENGINEERING INC.,3015 5 AVE NE SUITE 220N    CALGARY AB CA T2A 6T8,403-453-8820,ACTIVE,2012-09-06,,,,01,Not Eligible,Pioneer Eng Inc
A6C9,1528810 ALBERTA LTD.,1600 DOME TOWER 333 7 AVE SW   CALGARY AB CA T2P 2A1,403-265-7270,STRUCK,2021-09-02,,,,01,Not Eligible,1528810AB
A6CA,SURMONT ENERGY LTD.,1700-505 3 St SW    Calgary AB CA T2P 3E6,403-930-4692,ACTIVE,2011-10-19,,,,02,General Eligibility,SURMONT ENERGY
A6CB,ENMAX RENEWABLES INC.,141 50 Ave SE    Calgary AB CA T2G 4S7,403-514-1315,ACTIVE,2008-03-03,,,,01,Not Eligible,
A6CC,BLACKSHALE RESOURCES INC.,2500-639 5 Ave SW    Calgary AB CA T2P 0M9,403-452-5902,CONTINUED OUT/AMALGAMATED,2013-01-14,A6FP,BLACKSHALE RESOURCES INC.,,01,Not Eligible,BLACKSHALE
A6CD,BERGEN RESOURCES INC.,900-640 8 Ave SW    Calgary AB CA T2P 1G7,403-863-3451,AMALGAMATED,2016-01-01,A573,TOURMALINE OIL CORP.,2016-05-31,01,Not Eligible,Bergen
A6CE,"GREENVIEW 16, M.D. OF",4806 36 AVE PO BOX 1079   VALLEYVIEW AB CA T0H 3N0,780-524-7600,NON REGISTERED,2012-10-09,,,,03,Limited Eligibility,
A6CF,WATERHOLE RESOURCES INC.,10912 100 AVE PO BOX 847   FAIRVIEW AB CA T0H 1L0,780-835-0639,STRUCK,2022-01-02,,,,01,Not Eligible,WATERHOLE RES
A6CG,HIGHWOOD ASSET MANAGEMENT LTD.,1100-250 2 St SW    Calgary AB CA T2P 0C1,587-393-6592,ACTIVE,2012-08-24,,,,02,General Eligibility,HIGHWOOD
A6CH,KRACK ENERGY INC.,4908 97 St NW    Edmonton AB CA T6E 5S1,780-990-9434,ACTIVE,2006-12-07,,,,01,Not Eligible,KrackEnergyInc
A6CJ,PHOENIX ENERGY HOLDINGS LIMITED,1800-140 4 Ave SW    Calgary AB CA T2P 3N3,403-817-2646,AMALGAMATED,2014-08-29,A5LH,PETROCHINA CANADA LTD.,2014-11-30,01,Not Eligible,
A6CK,EPSILON ENERGY LTD.,10700 NORTH FWY SUITE 930    HOUSTON TX US 77037-1103,403-680-1173,ACTIVE,2005-03-14,,,,01,Not Eligible,Epsilon
A6CL,"UET CANARAIL, ULC",919 7 ST SOUTH    BRISMARK ND US 58504,403-303-4798,DISSOLUTION/DISSOLVED,2018-01-01,,,,01,Not Eligible,
A6CM,PANAM ENERGY SERVICES LTD.,111 7 Ave NE    Calgary AB CA T2E 0M6,403-968-2673,STRUCK,2023-10-02,,,,03,Limited Eligibility,PAMAM ENERGY
A6CN,CANASINO ENERGY LTD.,202 ROYAL BIRKDALE CRES NW    CALGARY AB CA T3G 5R8,403-800-5545,DISSOLUTION/DISSOLVED,2014-09-11,,,,01,Not Eligible,CanasinoEnergy
A6CP,"SNC-LAVALIN INC., ENVIRONMENT DIVISION",909 5 AVE SW FLOOR 4    CALGARY AB CA T2P 3G5,403-253-4333,ACTIVE,2010-01-01,,,,01,Not Eligible,
A6CR,GEOPETRO CANADA LTD.,150 CALIFORNIA ST SUITE 600    SAN FRANCISCO CA US 94111,415-398-8186,STRUCK,2018-11-02,,,,01,Not Eligible,GeoPetroCanada
A6CT,SUMMIT LIABILITY SOLUTIONS INC.,7220 FISCHER STREET SE UNIT 430    CALGARY AB CA T2H 2H8,403-802-3633,ACTIVE,2005-08-31,,,,01,Not Eligible,
A6CW,BOX SPRINGS WIND CORPORATION,1600-202 6 Ave SW    Calgary AB CA T2P 2R9,403-233-2259,ACTIVE,2014-12-06,,,,01,Not Eligible,Box Springs Wind
A6CX,MAVERICK STRATEGIC GROWTH FUND (INDIA) LTD.,212 Cantrell Dr SW    Calgary AB CA T2W 2K6,403-863-0936,STRUCK,2022-09-02,,,,03,Limited Eligibility,MAVERICK ENERGY
A6CY,PROVEN OIL ASIA LTD.,400-444 5 Ave SW    Calgary AB CA T2P 2T8,403-930-2084,ACTIVE,2012-07-17,,,,01,Not Eligible,
A6CZ,JAGUAR RESOURCES INC.,730-1015 4 St SW    Calgary AB CA T2R 1J4,403-975-4009,START,2025-08-02,,,,03,Limited Eligibility,LATERAL
A6D0,FAR WEST ENERGY CORP.,PO Box 1027    Fairview AB CA T0H 1L0,780-685-3840,STRUCK,2020-08-31,,,,01,Not Eligible,FARWEST ENERGY
A6D1,CORVAL ENERGY LTD.,2400-500 4 Ave SW    Calgary AB CA T2P 2V6,403-252-7671,AMALGAMATED,2020-12-08,A8H9,ASTRA OIL CORP,2021-03-31,01,Not Eligible,CORVALENERGY
A6D2,PRAIRIE MUD SERVICE,738 6 ST    ESTEVAN SK CA S4A 1A4,306-634-3411,ACTIVE,2002-12-23,,,,01,Not Eligible,
A6D3,VOYAGEUR UPGRADER CORPORATION,150 6 AVE SW PO BOX 2844   CALGARY AB CA T2P 3E3,403-296-8000,DISSOLUTION/DISSOLVED,2015-07-08,,,,01,Not Eligible,Voyageur Upgrade
A6D4,SAGUARO RESOURCES LTD.,440-222 3 Ave SW    Calgary AB CA T2P 0B4,403-453-3040,AMALGAMATED,2025-06-06,A573,TOURMALINE OIL CORP.,2025-09-30,01,Not Eligible,SAGUARO
A6D5,LGX OIL + GAS INC.,2200-215 2 ST SW    CALGARY AB CA T2P 1M4,403-441-2345,STRUCK,2022-07-02,,,,03,Limited Eligibility,LGX
A6D6,1592955 ALBERTA LTD.,1440-140 4 Ave SW    Calgary AB CA T2P 3N3,403-930-0900,CONTINUED OUT,2017-11-27,,,,01,Not Eligible,Kainai Energy
A6D7,KELT EXPLORATION LTD.,300-311 6 Ave SW    Calgary AB CA T2P 3H2,403-215-5311,ACTIVE,2012-10-11,,,,02,General Eligibility,KELT EXP
A6D8,NWG ASSETS LTD.,5438 11 ST NE SUITE 212    CALGARY AB CA T2E 7E9,403-295-0694,ACTIVE,2018-01-02,,,,01,Not Eligible,
A6D9,BILL MCCOLMAN OILFIELD HAULING LTD.,411 3 Ave W    Brooks AB CA T1R 0B2,780-422-1734,ACTIVE,1979-11-14,,,,01,Not Eligible,
A6DA,NOSARA HOLDINGS LTD.,150 6 AVE SW    CALGARY AB CA T2P 3E3,999-999-9999,ACTIVE,2006-03-24,,,,01,Not Eligible,
A6DB,TERRAVEST INDUSTRIES INC.,10180 101 ST SUITE 2900    EDMONTON AB CA T5J 3V5,999-999-9999,ACTIVE,2012-09-14,,,,01,Not Eligible,
A6DC,NORTHERN COURIER PIPELINE GP LTD.,PO BOX 2844 150 6 AVE SW   CALGARY AB CA T2P 3E3,403-920-6411,ACTIVE,2012-06-13,,,,02,General Eligibility,NCP GP
A6DD,S2M REPORTING,13 HAMSWORTH DR    GRAND FALLS WINDSOR NL CA A2A 2Y7,709-489-7232,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A6DE,SEKUR ENERGY MANAGEMENT CORP.,900-717 7 Ave SW    Calgary AB CA T2P 0Z3,403-650-2255,STRUCK,2017-04-02,,,,03,Limited Eligibility,Sekur Energy
A6DF,NELSON BROS. OILFIELD SERVICES 1997 LTD.,PO BOX 6487    DRAYTON VALLEY AB CA T7A 1R9,780-542-5777,ACTIVE,1997-01-13,,,,02,General Eligibility,
A6DG,SPRY2 ENERGY INC.,1900-407 2 St SW    Calgary AB CA T2P 2Y3,403-930-5720,AMALGAMATED,2017-11-01,A72X,OUTLIER RESOURCES LTD.,2018-02-28,01,Not Eligible,Spry2
A6DH,1704500 ALBERTA LTD.,57 Spring Willow Terr SW    Calgary AB CA T3H 0G2,403-971-9032,AMALGAMATED,2016-12-31,A7K2,2012434 ALBERTA LTD.,2017-04-30,01,Not Eligible,
A6DJ,XTRA ENERGY SERVICES INC. ,PO BOX 12077     SYLVAN LAKE AB CA T4S 2K9,403-506-7654,ACTIVE,2010-07-07,,,,01,Not Eligible,
A6DK,DALVAY ENERGY INC.,4551 VARSITY GREEN NW    CALGARY AB CA T3B 3A3,403-540-2003,DISSOLUTION/DISSOLVED,2020-01-07,,,,01,Not Eligible,
A6DL,ALTAI RESOURCES INC.,895 DON MILLS RD TWO  MORNEAU SHEPELL CENTRE   TORONTO ON CA M3C 1W3,416-383-1328,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A6DM,MACLEOD TRAIL PLASTIC SURGERY INC.,3116 4 ST NW    CALGARY AB CA T2M 3A4,403-270-7886,ACTIVE,2009-09-23,,,,01,Not Eligible,
A6DN,NORTHSTONE POWER CORP.,PO BOX 5203 STN MAIN 25 B SOUTH AVE   SPRUCE GROVE AB CA T7X 3A3,780-960-2330,ACTIVE,1997-12-17,,,,01,Not Eligible,
A6DP,"NEGAWATT BUSINESS SOLUTIONS, INC.",5326 YACHT HAVEN GRANDE 36    ST. THOMAS USVI VI 08002,973-885-3774,ACTIVE,2012-04-23,,,,01,Not Eligible,
A6DR,BER HAND HILLS WIND GP INC.,200-4723 1 St SW    Calgary AB CA T2G 4Y8,403-668-1575 Ext 414,ACTIVE,2012-11-14,,,,01,Not Eligible,
A6DT,PETERSON & PURVIS LLP,537 7 St S    Lethbridge AB CA T1J 2G8,403-328-9667,ACTIVE,2003-08-01,,,,01,Not Eligible,
A6DW,GGX CORPORATION LTD.,7 Skywood Dr    Richmond Hill ON CA L4E 4L2,416-900-0679,ACTIVE,2016-02-01,,,,01,Not Eligible,ggxcorporation
A6DX,1527709 ALBERTA INC.,8423 177 St NW    Edmonton AB CA T5T 0P1,780-232-5964,ACTIVE,2021-08-30,,,,01,Not Eligible,
A6DY,G. HERMAN GROUP INC.,639 -5TH AVENUE SW SUITE 350    CALGARY AB CA T2P 0M9,403-860-4769,ACTIVE,2012-07-26,,,,02,General Eligibility,GHG INC.
A6DZ,RN CARDIUM OIL INC.,PO BOX 121 STN CENTRAL   CALGARY AB CA T2P 2H6,403-973-7884,ACTIVE,2012-04-02,,,,01,Not Eligible,
A6E0,MINRICH ENERGY LTD.,303-6707 Elbow Dr SW    Calgary AB CA T2V 0E5,403-993-8781,ACTIVE,2004-11-10,,,,01,Not Eligible,
A6E1,OLSON OILFIELD CONSULTING LTD.,117 Spring View SW    Calgary AB CA T3H 3S7,403-217-9200,STRUCK,2021-09-02,,,,01,Not Eligible,
A6E2,HILLTOP DISPOSAL LTD.,PO Box 264    Blackfoot AB CA T0B 0L0,780-870-1720,AMALGAMATED,2015-10-01,A78D,DJN CONSULTING LTD.,2016-02-29,01,Not Eligible,
A6E3,RANGE 3 INC.,203-5037 50 St    Olds AB CA T4H 1R8,403-415-9444,ACTIVE,2019-08-14,,,,03,Limited Eligibility,RANGE 3
A6E4,NORTHPOINT RESOURCES LTD.,950-800 6 Ave SW    Calgary AB CA T2P 3G3,403-265-5169,STRUCK,2018-04-02,,,,03,Limited Eligibility,NRL
A6E5,MACARTHUR JAMES PATRICK,815 Parkwood Dr SE    Calgary AB CA T2J 3W6,403-225-6699,ACTIVE,1900-01-01,,,,01,Not Eligible,
A6E6,SEXTANT ENERGY CORP.,D 127 1 AVE W PO BOX 126   COCHRANE AB CA T4C 1A4,403-266-3938,STRUCK,2021-09-02,,,,02,General Eligibility,SEXTANT ENERGY
A6E7,SASKENERGY INCORPORATED,1777 VICTORIA AV SUITE 1000    REGINA SK CA S4P 4K5,306-777-9427,ACTIVE,2012-11-26,,,,01,Not Eligible,
A6E8,RAM RIVER COAL CORP., SUITE 2800 FOUR BENTALL CENTRE 1055 DUNSMUIR STREET   VANCOUVER BC CA V7X1L2,604-689-7842,ACTIVE,2012-07-23,,,,01,Not Eligible,
A6E9,BRW PETROLEUM CORP.,1150-736 6 Ave SW    Calgary AB CA T2P 3T7,403-592-8773,ACTIVE,2015-12-02,,,,02,General Eligibility,BRW PETROLEUM
A6EA,NEW VENTURE RESOURCES LTD.,PO BOX 82    BIG VALLEY AB CA T0J 0G0,403-742-4575,DISSOLUTION/DISSOLVED,2017-10-20,,,,01,Not Eligible,New Venture
A6EB,DARCY'S DRILLING SERVICES LTD.,3614 67 ST BAY 1    PONOKA AB CA T4J 1J8,403-783-2220,ACTIVE,2007-05-17,,,,01,Not Eligible,
A6EC,TWILIGHT DRILLING LTD.,SITE 201 BOX 73 RR 2   STONY PLAIN AB CA T7Z 1X2,780-886-7564,ACTIVE,2012-01-16,,,,01,Not Eligible,
A6ED,SNIP INTERNATIONAL CORPORATION,702 CANOE AVE SW    AIRDRIE AB CA T4B 3K5,403-620-8963,DISSOLUTION/DISSOLVED,2013-07-17,,,,01,Not Eligible,
A6EE,HESS CORPORATION,1 HESS PLZ    WOODBRIDGE NJ US 07095,732-750-6236,ACTIVE,1920-02-07,,,,01,Not Eligible,
A6EF,RALLY CANADA RESOURCES LTD.,1310-734 7 Ave SW    Calgary AB CA T2P 3P8,403-262-6860,ACTIVE,2020-10-02,,,,03,Limited Eligibility,
A6EG,TOUCHSTONE EXPLORATION INC.,1100-332 6 Ave SW    Calgary AB CA T2P 0B2,403-750-4402,ACTIVE,2012-10-24,,,,01,Not Eligible,1708589 ALTA LTD
A6EH,MYRA FALLS MINE LTD.,2900-550 Burrard St    Vancouver BC CA V6C 0A3,250-287-9271,ACTIVE,2012-11-19,,,,02,General Eligibility,
A6EJ,LAKECO HOLDINGS LTD.,224 4 AVE S SUITE 602    SASKATOON SK CA S7K 5M5,403-969-1071,ACTIVE,2005-04-08,,,,01,Not Eligible,
A6EK,DARKHORSE OIL & GAS LTD.,56 PATTERSON PARK SW    CALGARY AB CA T3H 3C7,778-628-8558,DISSOLUTION/DISSOLVED,2017-09-05,,,,01,Not Eligible,DARKHORSE
A6EL,1467902 ALBERTA INC.,101 Brightondale Parade SE    Calgary AB CA T2Z 4K2,403-726-1521,ACTIVE,2018-07-02,,,,01,Not Eligible,
A6EM,RED COAT OIL & GAS (2005) LTD.,43 Royal Ridge Rise NW    Calgary AB CA T3G 4V2,403-630-5283,ACTIVE,2012-07-20,,,,01,Not Eligible,Red Coat
A6EN,1745844 ALBERTA LTD.,400 4 AVE SW     CALGARY AB CA T2P 2H5,403-691-4297,ACTIVE,2009-12-30,,,,03,Limited Eligibility,MARATHON OIL
A6EP,PROGRESS DEEP BASIN LTD.,1200-205 5 Ave SW    Calgary AB CA T2P 2V7,403-539-1834,AMALGAMATED,2013-07-01,A0YZ,PETRONAS ENERGY CANADA LTD.,2013-10-31,01,Not Eligible,Progress Deep B
A6ER,DNOW CANADA ULC.,1500-850 2 St SW    Calgary AB CA T2P 0R8,999-999-9999,ACTIVE,2014-01-24,,,,01,Not Eligible,
A6ET,NORTHRIVER MIDSTREAM G AND P CANADA INC.,3000-425 1 St SW    Calgary AB CA T2P 3L8,403-231-5985,ACTIVE,2011-09-06,,,,02,General Eligibility,Enbridge G&P
A6EW,CARLSON ARTHUR LEN,PO BOX 4509    TABER AB CA T1G 2C8,403-725-2250,NON REGISTERED,1900-01-01,,,,01,Not Eligible,A. Carlson
A6EX,TERRAHDD SOLUTIONS INC.,410-600 6 Ave SW    Calgary AB CA T2P 0S5,403-452-8396,ACTIVE,2011-11-30,,,,01,Not Eligible,
A6EY,"PROVOST 52, M. D. OF",PO Box 300    Provost AB CA T0B 3S0,780-753-2434,NON REGISTERED,2012-12-21,,,,01,Not Eligible,
A6EZ,1720442 ALBERTA LTD.,2400-525 8 Ave SW    Calgary AB CA T2P 1G1,999-999-9999,CONTINUED OUT,2021-05-05,,,,01,Not Eligible,
A6F0,1720579 ALBERTA LTD.,62 Westbury Pl SW    Calgary AB CA T3H 5B6,999-999-9999,ACTIVE,2024-09-23,,,,01,Not Eligible,
A6F1,AUTOPLUS RESOURCES LTD.,3408 114 Ave SE    Calgary AB CA T2Z 3V6,999-999-9999,ACTIVE,1995-12-21,,,,01,Not Eligible,
A6F2,ARTISAN ENERGY CORPORATION,1350-734 7 Ave SW    Calgary AB CA T2P 3P8,403-984-9275,STRUCK,2018-03-02,,,,02,General Eligibility,
A6F3,NOMAD EXPLORATION LTD.,7827 Springbank Way SW    Calgary AB CA T3H 4J7,403-836-8436,STRUCK,2020-03-02,,,,03,Limited Eligibility,NOMAD
A6F4,EQUS REA LTD.,5803 42 ST PO BOX 6199   INNISFAIL AB CA T4G 1H4,888-211-4011,ACTIVE,2013-01-01,,,,01,Not Eligible,
A6F5,FORACO CANADA LTD.,305-10820 24 St SE    Calgary AB CA T2Z 4C9,403-279-3161,ACTIVE,2011-10-01,,,,01,Not Eligible,
A6F6,SALT BOX COULEE WATER SUPPLY COMPANY LTD.,BOX 57159 RPO SUNRIDGE    CALGARY AB CA T1Y 6R4,403-291-4000,ACTIVE,1980-07-21,,,,01,Not Eligible,
A6F7,BLACKSPUR OIL CORP.,1000-205 5 Ave SW    Calgary AB CA T2P 2V7,403-460-0031,AMALGAMATED,2024-02-23,A8TZ,ASTARA ENERGY CORP.,2024-05-31,01,Not Eligible,BLACKSPUR
A6F8,PHILLIPS 66 CANADA LTD.,PO BOX 258 STN M 335 8 AVE SW SUITE 1400   CALGARY AB CA T2P 2H9,587-233-6630,ACTIVE,2013-01-01,,,,01,Not Eligible,
A6F9,MO-BRAND INC.,ANDREW HILDEBRAND PO BOX 363   SLAVE LAKE AB CA T0G2A0,780-203-8057,DISSOLUTION/DISSOLVED,2025-09-11,,,,01,Not Eligible,
A6FA,CAVEN ROBERT,30 LANDRY HEIGHTS SITE 3 BOX 53   GRANDE PRAIRIE AB CA T8V 5N3,780-402-0336,NON REGISTERED,1900-01-01,,,,03,Limited Eligibility,
A6FB,CEC NORTH STAR ENERGY LTD.,725 LUXSTONE LANDING SW    AIRDRIE AB CA T4B 3K9,587-353-5550,ACTIVE,2023-07-02,,,,03,Limited Eligibility,CECNORTHSTAR
A6FC,"EXELON GENERATION COMPANY, LLC","100 CONSTELLATION WAY, 600C    BALTIMORE MD US 21202-6302",410-470-5730,NON REGISTERED,1900-01-01,,,,01,Not Eligible,ExGen
A6FD,ELK POINT DRILLING CORP.,115 SOUTH AVE PO BOX 3790   SPRUCE GROVE AB CA T7X 3B1,780-962-3594,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A6FE,CASA ENERGY SERVICES CORP.,420-525 11 Ave SW    Calgary AB CA T2R 0C9,403-245-0029,AMALGAMATED,2017-01-01,A7JY,PERFORMANCE PRODUCTION SERVICES INC.,2017-04-30,01,Not Eligible,
A6FF,TC ENERGY CORPORATION,450 1 ST SW    CALGARY AB CA T2P 5H1,999-999-9999,ACTIVE,2003-02-25,,,,01,Not Eligible,
A6FG,CROSSALTA GAS STORAGE LIMITED PARTNERSHIP,450 1 ST SW    CALGARY AB CA T2P 5H1,403-920-7610,ACTIVE,1994-07-12,,,,01,Not Eligible,
A6FH,CANEXUS CORPORATION,2100-144 4 Ave SW    Calgary AB CA T2P 3N4,403-571-7300,AMALGAMATED,2017-03-10,A7JZ,CHEMTRADE ELECTROCHEM INC.,2017-06-30,01,Not Eligible,
A6FJ,COWNDEN CONSULTING INC.,1901 CHOQUETTE AVE SUITE 604    NELSON BC CA V1L 7B8,250-359-0162,DISSOLUTION/DISSOLVED,2017-09-22,,,,01,Not Eligible,
A6FK,BAYCORP VIKING ULC,2400-525 8 Ave SW    Calgary AB CA T2P 1G1,603-294-4850,DISSOLUTION/DISSOLVED,2018-01-05,,,,01,Not Eligible,
A6FL,1717892 ALBERTA LTD.,154 Hamptons Grove NW    Calgary AB CA T3A 5B1,403-860-1987,ACTIVE,2012-12-12,,,,01,Not Eligible,
A6FM,RAYMOND INTERNATIONAL,27 SAINT MORITZ TERR SW    CALGARY AB CA T3H 5Y2,403-594-4442,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A6FN,ANEGADA ENERGY CORP.,510 5 ST SW SUITE 520    CALGARY AB CA T2P 3S2,403-930-0202,AMALGAMATED,2016-01-01,A6TJ,RAGING RIVER EXPLORATION INC.,2016-06-30,01,Not Eligible,Anegada
A6FP,BLACKSHALE RESOURCES INC.,2500-500 4 Ave SW    Calgary AB CA T2P 2V6,403-719-2242,CONTINUED OUT/AMALGAMATED,2025-01-01,A96J,WISER OIL CORP.,2025-06-30,01,Not Eligible,
A6FR,EVONIK CANADA INC.,22010 HIGHWAY 643 EAST    GIBBONS AB CA T0A1N0,999-999-9999,ACTIVE,2012-11-30,,,,01,Not Eligible,
A6FT,GE OIL & GAS CANADA ULC,3000-421 7 Ave SW    Calgary AB CA T2P 4K9,999-999-9999,AMALGAMATED,2014-01-01,A6NY,BAKER HUGHES ENERGY SERVICES CANADA INC.,2014-04-30,01,Not Eligible,
A6FW,VERMILION ENERGY INC.,3500-520 3 Ave SW    Calgary AB CA T2P 0R3,403-269-4884,ACTIVE,2010-07-21,,,,02,General Eligibility,VEI
A6FX,BREVIA ENERGY INC.,1703 10 AVE SW  SUITE 200    CALGARY AB CA T3E 7K3,403-540-9907,STRUCK,2018-06-02,,,,03,Limited Eligibility,BREVIA007
A6FY,MADVID THOMAS  LEE,11103 65 Ave NW    Edmonton AB CA T6H 1W3,999-999-9999,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A6FZ,BULL ENERGY & NATURAL RESOURCES LTD.,3200-500 4 Ave SW    Calgary AB CA T2P 2V6,403-588-5500,STRUCK,2016-09-07,,,,01,Not Eligible,Bull Energy
A6G0,SUMMIT COAL INC.,1111 W HASTINGS ST SUITE 905    VANCOUVER BC CA V6E 2J3,403-750-9305,ACTIVE,2011-08-08,,,,03,Limited Eligibility,
A6G1,ELBOW RIVER MARKETING LTD.,1800-240 4 Ave SW    Calgary AB CA T2P 4H4,403-232-6868,ACTIVE,2013-01-03,,,,01,Not Eligible,
A6G2,"TEXPAR ENERGY, L.L.C. ",920 10 AVE NORTH PO BOX 809   ONALASKA WI US 54650,608-779-6505,ACTIVE,2003-10-03,,,,01,Not Eligible,
A6G3,SUPERIOR DRILLING & CORING,1640-736 6 Ave SW    Calgary AB CA T2P 3T7,403-532-8942,ACTIVE,2012-11-28,,,,01,Not Eligible,
A6G4,EZEKIAL ENERGY LTD.,560-400 5 Ave SW    Calgary AB CA T2P 0L6,406-593-5526,ACTIVE,2016-02-02,,,,01,Not Eligible,OCTANEENG
A6G5,COTE RESOURCES LTD.,602 12 AVE SW  SUITE 300    CALGARY AB CA T2R 1J3,403-266-1201,STRUCK,2023-12-02,,,,02,General Eligibility,CRL
A6G6,PETROCHINA DUVERNAY GAS PARTNERSHIP,2700-707 5 ST SW    CALGARY AB CA T2P 1V8,403-261-3970 Ext 352,ACTIVE,2012-11-15,,,,01,Not Eligible,
A6G7,SEFCIK DOUGLAS,212-20 Sunpark Plaza SE    Calgary AB CA T2X 3T2,403-990-8581,NON REGISTERED,1900-01-01,,,,01,Not Eligible,
A6G8,RANGELAND ENGINEERING COMPANY LTD.,550 11 AVE SW  SUITE 300    CALGARY AB CA T2R 1M7,403-265-5130,DISSOLUTION/DISSOLVED,2020-07-31,,,,01,Not Eligible,
A6G9,STEPPE RESOURCES INC.,240 4 AVE SW SUITE 2600    CALGARY AB CA T2P 4H4,403-538-8435,AMALGAMATED,2018-09-18,A2JR,GEAR ENERGY LTD.,2018-12-31,01,Not Eligible,
A6GA,BEAUMONT ENERGY INC.,100-1601 Westmount Rd NW    Calgary AB CA T2N 3M2,403-270-7107,AMALGAMATED,2015-05-01,A5BE,WHITECAP RESOURCES INC.,2015-08-31,01,Not Eligible,BEAUMONT
A6GB,WHITECAP ENERGY CANADA ULC,525 8 AVE SW SUITE 3800 E TOWER    CALGARY AB CA T2P 1G1,403-817-2172,AMALGAMATED,2024-01-01,A5BE,WHITECAP RESOURCES INC.,2024-04-30,01,Not Eligible,WCP
A6GC,CIMA GEOMATICS LAND SURVEYING INC.,600 Crowfoot Cres NW    Calgary AB CA T3G 0B4,403-775-0100,ACTIVE,2012-11-07,,,,01,Not Eligible,
A6GD,SINOPEC DAYLIGHT ENERGY LTD.,2700-112 4 Ave SW    Calgary AB CA T2P 0H3,999-999-9999,AMALGAMATED,2024-01-01,A97N,SINOPEC CANADA ENERGY LTD.,2024-04-30,01,Not Eligible,SDEL
A6GE,BLUEROCK ENERGY SERVICES LTD.,318 3 AVE SUITE 104    STRATHMORE AB CA T1P 1V9,403-901-6229,ACTIVE,2022-01-02,,,,01,Not Eligible,
A6GF,INTER PIPELINE POLARIS INC.,215 2 ST SW  SUITE 2700    CALGARY AB CA T2P 1M4,403-290-2643,ACTIVE,2009-09-29,,,,02,General Eligibility,POLARIS
A6GG,PRAIRIE WEST OIL & GAS LTD.,38 BARSPAW RIDGE CRES    CALGARY AB CA T3R 1A3,403-241-0490,DISSOLUTION/DISSOLVED,2018-02-16,,,,01,Not Eligible,Prairie West
A6GH,HALO EXPLORATION LTD.,400-1333 8 St SW    Calgary AB CA T2R 1M6,403-452-4427,ACTIVE,2011-02-01,,,,03,Limited Eligibility,HALO
A6GJ,DC DRILLING INC.,PO BOX 1122    NISKU AB CA T9E 8A8,780-915-1067,ACTIVE,2011-11-02,,,,01,Not Eligible,
